date,state_final,district_norm,age_0_5,age_5_17,age_18_greater,total_enrolments,district
2025-11-10,chhattisgarh,janjgir-champa,56,8,0,64,Janjgir-champa
2025-11-10,chhattisgarh,jashpur,16,22,0,38,Jashpur
2025-11-10,chhattisgarh,kabeerdham,7,1,0,8,Kabeerdham
2025-11-10,chhattisgarh,kanker,15,1,0,16,Kanker
2025-11-10,chhattisgarh,kawardha,20,5,0,25,Kawardha
2025-11-10,chhattisgarh,khairagarhchhuikhadangandai,2,0,0,2,Khairagarh Chhuikhadan Gandai
2025-11-10,chhattisgarh,kondagaon,6,5,0,11,Kondagaon
2025-11-10,chhattisgarh,korba,40,8,1,49,Korba
2025-11-10,chhattisgarh,koriya,2,2,0,4,Koriya
2025-11-10,chhattisgarh,mahasamund,45,6,0,51,Mahasamund
2025-11-10,chhattisgarh,manendragarh–chirmiri–bharatpur,1,0,0,1,Manendragarh–Chirmiri–Bharatpur
2025-11-10,chhattisgarh,mohla-manpur-ambagarhchouki,3,1,0,4,Mohla-Manpur-Ambagarh Chouki
2025-11-10,chhattisgarh,mungeli,42,5,0,47,Mungeli
2025-11-10,chhattisgarh,narayanpur,5,7,0,12,Narayanpur
2025-11-10,chhattisgarh,raigarh,31,4,0,35,Raigarh
2025-11-10,chhattisgarh,raipur,103,24,0,127,Raipur
2025-11-10,chhattisgarh,rajnandgaon,53,6,0,59,Rajnandgaon
2025-11-10,chhattisgarh,sakti,5,0,0,5,Sakti
2025-11-10,chhattisgarh,sarangarh-bilaigarh,1,1,0,2,Sarangarh-Bilaigarh
2025-11-10,chhattisgarh,sukma,11,2,0,13,Sukma
2025-11-10,chhattisgarh,surajpur,30,11,0,41,Surajpur
2025-11-10,chhattisgarh,surguja,24,10,0,34,Surguja
2025-11-10,chhattisgarh,uttarbastarkanker,9,0,0,9,Uttar Bastar Kanker
2025-11-10,dadra and nagar haveli and daman and diu,dadra&nagarhaveli,1,0,0,1,Dadra & Nagar Haveli
2025-11-10,dadra and nagar haveli and daman and diu,dadraandnagarhaveli,7,2,0,9,Dadra and Nagar Haveli
2025-11-10,dadra and nagar haveli and daman and diu,daman,2,0,0,2,Daman
2025-11-10,dadra and nagar haveli and daman and diu,diu,1,0,0,1,Diu
2025-11-10,delhi,centraldelhi,17,6,0,23,Central Delhi
2025-11-10,delhi,eastdelhi,58,30,1,89,East Delhi
2025-11-10,delhi,najafgarh,1,0,0,1,Najafgarh
2025-11-10,delhi,newdelhi,4,0,0,4,New Delhi
2025-11-10,delhi,northdelhi,36,7,0,43,North Delhi
2025-11-10,delhi,northeast,13,4,0,17,North East
2025-11-10,delhi,northeastdelhi,91,30,0,121,North East Delhi
2025-11-10,delhi,northwestdelhi,169,35,3,207,North West Delhi
2025-11-10,delhi,shahdara,4,2,0,6,Shahdara
2025-11-10,delhi,southdelhi,127,35,2,164,South Delhi
2025-11-10,delhi,southeastdelhi,1,0,0,1,South East Delhi
2025-11-10,delhi,southwestdelhi,73,14,1,88,South West Delhi
2025-11-10,delhi,westdelhi,107,23,3,133,West Delhi
2025-11-10,goa,northgoa,10,1,0,11,North Goa
2025-11-10,goa,southgoa,7,1,0,8,South Goa
2025-11-10,gujarat,ahmadabad,10,1,0,11,Ahmadabad
2025-11-10,gujarat,ahmedabad,136,44,6,186,Ahmedabad
2025-11-10,gujarat,amreli,33,1,1,35,Amreli
2025-11-10,gujarat,anand,41,9,3,53,Anand
2025-11-10,gujarat,arvalli,11,1,2,14,Arvalli
2025-11-10,gujarat,banaskantha,49,17,12,78,Banaskantha
2025-11-10,gujarat,bharuch,35,10,2,47,Bharuch
2025-11-10,gujarat,bhavnagar,70,12,10,92,Bhavnagar
2025-11-10,gujarat,botad,7,1,0,8,Botad
2025-11-10,gujarat,chhotaudepur,10,4,8,22,Chhotaudepur
2025-11-10,gujarat,dahod,39,30,1,70,Dahod
2025-11-10,gujarat,devbhumidwarka,4,1,0,5,Devbhumi Dwarka
2025-11-10,gujarat,dohad,7,4,0,11,Dohad
2025-11-10,gujarat,gandhinagar,27,2,0,29,Gandhinagar
2025-11-10,gujarat,girsomnath,25,3,0,28,Gir Somnath
2025-11-10,gujarat,jamnagar,46,2,0,48,Jamnagar
2025-11-10,gujarat,junagadh,51,6,3,60,Junagadh
2025-11-10,gujarat,kachchh,46,10,3,59,Kachchh
2025-11-10,gujarat,kheda,49,9,16,74,Kheda
2025-11-10,gujarat,mahesana,31,5,1,37,Mahesana
2025-11-10,gujarat,mahisagar,9,1,0,10,Mahisagar
2025-11-10,gujarat,morbi,11,5,0,16,Morbi
2025-11-10,gujarat,narmada,10,0,2,12,Narmada
2025-11-10,gujarat,navsari,11,0,2,13,Navsari
2025-11-10,gujarat,panchmahals,31,7,0,38,Panchmahals
2025-11-10,gujarat,patan,23,6,1,30,Patan
2025-11-10,gujarat,porbandar,5,3,0,8,Porbandar
2025-11-10,gujarat,rajkot,86,15,4,105,Rajkot
2025-11-10,gujarat,sabarkantha,19,3,1,23,Sabarkantha
2025-11-10,gujarat,surat,215,56,10,281,Surat
2025-11-10,gujarat,surendranagar,40,8,0,48,Surendra Nagar
2025-11-10,gujarat,tapi,15,2,21,38,Tapi
2025-11-10,gujarat,thedangs,6,0,0,6,The Dangs
2025-11-10,gujarat,vadodara,101,20,2,123,Vadodara
2025-11-10,gujarat,valsad,38,5,5,48,Valsad
2025-11-10,haryana,ambala,56,0,0,56,Ambala
2025-11-10,haryana,bhiwani,50,3,0,53,Bhiwani
2025-11-10,haryana,charkhidadri,12,0,0,12,Charkhi Dadri
2025-11-10,haryana,faridabad,101,23,0,124,Faridabad
2025-11-10,haryana,fatehabad,51,1,1,53,Fatehabad
2025-11-10,haryana,gurgaon,93,23,0,116,Gurgaon
2025-11-10,haryana,hisar,67,7,0,74,Hisar
2025-11-10,haryana,jhajjar,39,2,0,41,Jhajjar
2025-11-10,haryana,jind,53,0,0,53,Jind
2025-11-10,haryana,kaithal,35,1,0,36,Kaithal
2025-11-10,haryana,karnal,50,0,0,50,Karnal
2025-11-10,haryana,kurukshetra,34,0,0,34,Kurukshetra
2025-11-10,haryana,mahendragarh,28,1,0,29,Mahendragarh
2025-11-10,haryana,mewat,88,10,0,98,Mewat
2025-11-10,haryana,palwal,59,3,0,62,Palwal
2025-11-10,haryana,panchkula,23,1,0,24,Panchkula
2025-11-10,haryana,panipat,47,5,0,52,Panipat
2025-11-10,haryana,rewari,38,6,0,44,Rewari
2025-11-10,haryana,rohtak,50,1,0,51,Rohtak
2025-11-10,haryana,sirsa,54,2,0,56,Sirsa
2025-11-10,haryana,sonipat,62,7,0,69,Sonipat
2025-11-10,haryana,yamunanagar,56,3,0,59,Yamuna Nagar
2025-11-10,himachal pradesh,bilaspur,15,1,0,16,Bilaspur
2025-11-10,himachal pradesh,chamba,35,1,0,36,Chamba
2025-11-10,himachal pradesh,hamirpur,22,2,0,24,Hamirpur
2025-11-10,himachal pradesh,kangra,76,1,0,77,Kangra
2025-11-10,himachal pradesh,kinnaur,1,0,0,1,Kinnaur
2025-11-10,himachal pradesh,kullu,16,1,0,17,Kullu
2025-11-10,himachal pradesh,lahulandspiti,1,0,0,1,Lahul and Spiti
2025-11-10,himachal pradesh,mandi,35,1,0,36,Mandi
2025-11-10,himachal pradesh,shimla,19,0,2,21,Shimla
2025-11-10,himachal pradesh,sirmaur,17,0,0,17,Sirmaur
2025-11-10,himachal pradesh,solan,20,0,0,20,Solan
2025-11-10,himachal pradesh,una,19,1,0,20,Una
2025-11-10,jammu and kashmir,anantnag,55,0,0,55,Anantnag
2025-11-10,jammu and kashmir,badgam,27,1,0,28,Badgam
2025-11-10,jammu and kashmir,bandipore,25,7,1,33,Bandipore
2025-11-10,jammu and kashmir,baramula,48,9,1,58,Baramula
2025-11-10,jammu and kashmir,budgam,11,1,0,12,Budgam
2025-11-10,jammu and kashmir,doda,50,14,0,64,Doda
2025-11-10,jammu and kashmir,ganderbal,8,1,0,9,Ganderbal
2025-11-10,jammu and kashmir,jammu,50,10,0,60,Jammu
2025-11-10,jammu and kashmir,kargil,4,4,0,8,Kargil
2025-11-10,jammu and kashmir,kathua,60,3,0,63,Kathua
2025-11-10,jammu and kashmir,kishtwar,19,1,0,20,Kishtwar
2025-11-10,jammu and kashmir,kulgam,12,7,0,19,Kulgam
2025-11-10,jammu and kashmir,kupwara,39,10,0,49,Kupwara
2025-11-10,jammu and kashmir,leh,6,0,0,6,Leh
2025-11-10,jammu and kashmir,pulwama,34,2,0,36,Pulwama
2025-11-10,jammu and kashmir,punch,39,6,0,45,Punch
2025-11-10,jammu and kashmir,rajouri,33,10,0,43,Rajouri
2025-11-10,jammu and kashmir,ramban,29,13,0,42,Ramban
2025-11-10,jammu and kashmir,reasi,15,19,1,35,Reasi
2025-11-10,jammu and kashmir,samba,10,1,0,11,Samba
2025-11-10,jammu and kashmir,shupiyan,13,2,0,15,Shupiyan
2025-11-10,jammu and kashmir,srinagar,50,4,0,54,Srinagar
2025-11-10,jammu and kashmir,udhampur,47,2,0,49,Udhampur
2025-11-10,jharkhand,bokaro,80,28,0,108,Bokaro
2025-11-10,jharkhand,chatra,70,48,1,119,Chatra
2025-11-10,jharkhand,deoghar,101,87,2,190,Deoghar
2025-11-10,jharkhand,dhanbad,118,48,0,166,Dhanbad
2025-11-10,jharkhand,dumka,59,70,0,129,Dumka
2025-11-10,jharkhand,eastsinghbhum,66,46,0,112,East Singhbhum
2025-11-10,jharkhand,garhwa,131,33,1,165,Garhwa
2025-11-10,jharkhand,garhwa*,10,2,0,12,Garhwa *
2025-11-10,jharkhand,giridih,133,146,0,279,Giridih
2025-11-10,jharkhand,godda,85,49,0,134,Godda
2025-11-10,jharkhand,gumla,53,36,0,89,Gumla
2025-11-10,jharkhand,hazaribag,8,6,0,14,Hazaribag
2025-11-10,jharkhand,hazaribagh,61,38,0,99,Hazaribagh
2025-11-10,jharkhand,jamtara,51,24,1,76,Jamtara
2025-11-10,jharkhand,khunti,24,16,1,41,Khunti
2025-11-10,jharkhand,kodarma,6,4,0,10,Kodarma
2025-11-10,jharkhand,koderma,45,17,0,62,Koderma
2025-11-10,jharkhand,latehar,28,18,0,46,Latehar
2025-11-10,jharkhand,lohardaga,19,11,1,31,Lohardaga
2025-11-10,jharkhand,pakaur,4,0,0,4,Pakaur
2025-11-10,jharkhand,pakur,22,9,0,31,Pakur
2025-11-10,jharkhand,palamau,2,1,0,3,Palamau
2025-11-10,jharkhand,palamu,137,32,3,172,Palamu
2025-11-10,jharkhand,pashchimisinghbhum,14,8,0,22,Pashchimi Singhbhum
2025-11-10,jharkhand,purbisinghbhum,10,3,0,13,Purbi Singhbhum
2025-11-10,jharkhand,ramgarh,36,8,1,45,Ramgarh
2025-11-10,jharkhand,ranchi,271,100,0,371,Ranchi
2025-11-10,jharkhand,sahebganj,98,73,0,171,Sahebganj
2025-11-10,jharkhand,sahibganj,6,2,0,8,Sahibganj
2025-11-10,jharkhand,seraikela-kharsawan,71,17,0,88,Seraikela-Kharsawan
2025-11-10,jharkhand,simdega,20,2,0,22,Simdega
2025-11-10,jharkhand,westsinghbhum,60,38,1,99,West Singhbhum
2025-11-10,karnataka,bagalkot,92,18,0,110,Bagalkot
2025-11-10,karnataka,bagalkot*,3,1,0,4,Bagalkot *
2025-11-10,karnataka,ballari,27,2,0,29,Ballari
2025-11-10,karnataka,bangalore,100,39,0,139,Bangalore
2025-11-10,karnataka,bangalorerural,31,6,2,39,Bangalore Rural
2025-11-10,karnataka,belagavi,134,10,0,144,Belagavi
2025-11-10,karnataka,belgaum,97,16,0,113,Belgaum
2025-11-10,karnataka,bellary,34,4,0,38,Bellary
2025-11-10,karnataka,bengaluru,302,114,21,437,Bengaluru
2025-11-10,karnataka,bengalurusouth,1,4,0,5,Bengaluru South
2025-11-10,karnataka,bidar,58,9,0,67,Bidar
2025-11-10,karnataka,bijapur,60,14,0,74,Bijapur
2025-11-10,karnataka,chamarajanagar,3,0,0,3,Chamarajanagar
2025-11-10,karnataka,chamrajanagar,52,3,0,55,Chamrajanagar
2025-11-10,karnataka,chamrajnagar,6,1,0,7,Chamrajnagar
2025-11-10,karnataka,chickmagalur,14,2,0,16,Chickmagalur
2025-11-10,karnataka,chikkaballapur,39,5,0,44,Chikkaballapur
2025-11-10,karnataka,chikkamagaluru,10,1,0,11,Chikkamagaluru
2025-11-10,karnataka,chitradurga,58,3,1,62,Chitradurga
2025-11-10,karnataka,dakshinakannada,102,10,2,114,Dakshina Kannada
2025-11-10,karnataka,davanagere,6,0,0,6,Davanagere
2025-11-10,karnataka,davangere,42,7,0,49,Davangere
2025-11-10,karnataka,dharwad,90,5,0,95,Dharwad
2025-11-10,karnataka,gadag,44,5,0,49,Gadag
2025-11-10,karnataka,gadag*,2,0,0,2,Gadag *
2025-11-10,karnataka,gulbarga,69,13,0,82,Gulbarga
2025-11-10,karnataka,hasan,16,2,0,18,Hasan
2025-11-10,karnataka,hassan,29,5,0,34,Hassan
2025-11-10,karnataka,haveri,70,3,2,75,Haveri
2025-11-10,karnataka,haveri*,1,1,0,2,Haveri *
2025-11-10,karnataka,kalaburagi,67,15,4,86,Kalaburagi
2025-11-10,karnataka,kodagu,13,0,11,24,Kodagu
2025-11-10,karnataka,kolar,45,7,4,56,Kolar
2025-11-10,karnataka,koppal,52,5,6,63,Koppal
2025-11-10,karnataka,mandya,65,3,12,80,Mandya
2025-11-10,karnataka,mysore,42,3,0,45,Mysore
2025-11-10,karnataka,mysuru,44,9,0,53,Mysuru
2025-11-10,karnataka,raichur,142,43,5,190,Raichur
2025-11-10,karnataka,ramanagar,31,1,0,32,Ramanagar
2025-11-10,karnataka,shimoga,37,3,0,40,Shimoga
2025-11-10,karnataka,shivamogga,24,2,0,26,Shivamogga
2025-11-10,karnataka,tumakuru,31,3,0,34,Tumakuru
2025-11-10,karnataka,tumkur,55,0,0,55,Tumkur
2025-11-10,karnataka,udupi,31,4,0,35,Udupi
2025-11-10,karnataka,uttarakannada,58,4,0,62,Uttara Kannada
2025-11-10,karnataka,vijayanagara,24,3,1,28,Vijayanagara
2025-11-10,karnataka,vijayapura,76,7,0,83,Vijayapura
2025-11-10,karnataka,yadgir,58,19,2,79,Yadgir
2025-11-10,kerala,alappuzha,32,11,2,45,Alappuzha
2025-11-10,kerala,ernakulam,66,29,1,96,Ernakulam
2025-11-10,kerala,idukki,21,6,1,28,Idukki
2025-11-10,kerala,kannur,71,28,10,109,Kannur
2025-11-10,kerala,kasaragod,41,19,0,60,Kasaragod
2025-11-10,kerala,kasargod,3,1,0,4,Kasargod
2025-11-10,kerala,kollam,59,11,0,70,Kollam
2025-11-10,kerala,kottayam,27,9,2,38,Kottayam
2025-11-10,kerala,kozhikode,70,22,0,92,Kozhikode
2025-11-10,kerala,malappuram,141,68,11,220,Malappuram
2025-11-10,kerala,palakkad,73,17,5,95,Palakkad
2025-11-10,kerala,pathanamthitta,14,5,2,21,Pathanamthitta
2025-11-10,kerala,thiruvananthapuram,82,14,4,100,Thiruvananthapuram
2025-11-10,kerala,thrissur,57,20,7,84,Thrissur
2025-11-10,kerala,wayanad,27,3,0,30,Wayanad
2025-11-10,ladakh,kargil,4,3,0,7,Kargil
2025-11-10,ladakh,leh,4,0,0,4,Leh
2025-11-10,lakshadweep,lakshadweep,7,0,0,7,Lakshadweep
2025-11-10,madhya pradesh,agarmalwa,70,3,0,73,Agar Malwa
2025-11-10,madhya pradesh,alirajpur,31,19,0,50,Alirajpur
2025-11-10,madhya pradesh,anuppur,65,5,0,70,Anuppur
2025-11-10,madhya pradesh,ashoknagar,59,11,2,72,Ashok Nagar
2025-11-10,madhya pradesh,balaghat,98,8,0,106,Balaghat
2025-11-10,madhya pradesh,barwani,82,20,0,102,Barwani
2025-11-10,madhya pradesh,betul,104,16,1,121,Betul
2025-11-10,madhya pradesh,bhind,88,34,0,122,Bhind
2025-11-10,madhya pradesh,bhopal,201,25,1,227,Bhopal
2025-11-10,madhya pradesh,burhanpur,32,8,9,49,Burhanpur
2025-11-10,madhya pradesh,chhatarpur,144,53,1,198,Chhatarpur
2025-11-10,madhya pradesh,chhindwara,130,7,0,137,Chhindwara
2025-11-10,madhya pradesh,damoh,85,12,1,98,Damoh
2025-11-10,madhya pradesh,datia,55,16,1,72,Datia
2025-11-10,madhya pradesh,dewas,137,19,1,157,Dewas
2025-11-10,madhya pradesh,dhar,120,36,0,156,Dhar
2025-11-10,madhya pradesh,dindori,20,1,0,21,Dindori
2025-11-10,madhya pradesh,eastnimar,41,14,0,55,East Nimar
2025-11-10,madhya pradesh,guna,87,13,0,100,Guna
2025-11-10,madhya pradesh,gwalior,136,36,0,172,Gwalior
2025-11-10,madhya pradesh,harda,32,2,0,34,Harda
2025-11-10,madhya pradesh,harda*,4,0,0,4,Harda *
2025-11-10,madhya pradesh,hoshangabad,57,10,0,67,Hoshangabad
2025-11-10,madhya pradesh,indore,225,64,1,290,Indore
2025-11-10,madhya pradesh,jabalpur,161,18,1,180,Jabalpur
2025-11-10,madhya pradesh,jhabua,69,51,1,121,Jhabua
2025-11-10,madhya pradesh,katni,108,23,0,131,Katni
2025-11-10,madhya pradesh,khandwa,39,13,0,52,Khandwa
2025-11-10,madhya pradesh,khargone,64,23,6,93,Khargone
2025-11-10,madhya pradesh,maihar,5,1,0,6,Maihar
2025-11-10,madhya pradesh,mandla,87,4,0,91,Mandla
2025-11-10,madhya pradesh,mandsaur,181,11,0,192,Mandsaur
2025-11-10,madhya pradesh,mauganj,1,0,0,1,Mauganj
2025-11-10,madhya pradesh,morena,154,46,20,220,Morena
2025-11-10,madhya pradesh,narmadapuram,7,2,1,10,Narmadapuram
2025-11-10,madhya pradesh,narsimhapur,18,1,0,19,Narsimhapur
2025-11-10,madhya pradesh,narsinghpur,42,14,0,56,Narsinghpur
2025-11-10,madhya pradesh,neemuch,128,9,0,137,Neemuch
2025-11-10,madhya pradesh,niwari,4,0,0,4,Niwari
2025-11-10,madhya pradesh,pandhurna,3,0,0,3,Pandhurna
2025-11-10,madhya pradesh,panna,53,23,10,86,Panna
2025-11-10,madhya pradesh,raisen,57,5,0,62,Raisen
2025-11-10,madhya pradesh,rajgarh,77,10,0,87,Rajgarh
2025-11-10,madhya pradesh,ratlam,175,42,0,217,Ratlam
2025-11-10,madhya pradesh,rewa,172,18,1,191,Rewa
2025-11-10,madhya pradesh,sagar,149,14,1,164,Sagar
2025-11-10,madhya pradesh,satna,136,22,1,159,Satna
2025-11-10,madhya pradesh,sehore,54,8,1,63,Sehore
2025-11-10,madhya pradesh,seoni,99,5,0,104,Seoni
2025-11-10,madhya pradesh,shahdol,62,8,0,70,Shahdol
2025-11-10,madhya pradesh,shajapur,130,15,0,145,Shajapur
2025-11-10,madhya pradesh,sheopur,34,31,0,65,Sheopur
2025-11-10,madhya pradesh,shivpuri,53,34,1,88,Shivpuri
2025-11-10,madhya pradesh,sidhi,80,11,0,91,Sidhi
2025-11-10,madhya pradesh,singrauli,67,14,0,81,Singrauli
2025-11-10,madhya pradesh,tikamgarh,82,16,0,98,Tikamgarh
2025-11-10,madhya pradesh,ujjain,239,33,4,276,Ujjain
2025-11-10,madhya pradesh,umaria,61,4,0,65,Umaria
2025-11-10,madhya pradesh,vidisha,81,18,0,99,Vidisha
2025-11-10,madhya pradesh,westnimar,3,1,0,4,West Nimar
2025-11-10,maharashtra,ahmadnagar,105,13,4,122,Ahmadnagar
2025-11-10,maharashtra,ahmednagar,2,2,0,4,Ahmed Nagar
2025-11-10,maharashtra,akola,44,4,0,48,Akola
2025-11-10,maharashtra,amravati,59,6,10,75,Amravati
2025-11-10,maharashtra,aurangabad,180,44,0,224,Aurangabad
2025-11-10,maharashtra,beed,59,14,5,78,Beed
2025-11-10,maharashtra,bhandara,29,0,0,29,Bhandara
2025-11-10,maharashtra,bid,4,4,0,8,Bid
2025-11-10,maharashtra,buldana,8,1,0,9,Buldana
2025-11-10,maharashtra,buldhana,50,8,0,58,Buldhana
2025-11-10,maharashtra,chandrapur,38,1,0,39,Chandrapur
2025-11-10,maharashtra,chhatrapatisambhajinagar,9,0,6,15,Chhatrapati Sambhajinagar
2025-11-10,maharashtra,dharashiv,1,0,1,2,Dharashiv
2025-11-10,maharashtra,dhule,59,16,6,81,Dhule
2025-11-10,maharashtra,gadchiroli,26,1,5,32,Gadchiroli
2025-11-10,maharashtra,gondia,0,1,0,1,Gondia
2025-11-10,maharashtra,gondiya,28,1,0,29,Gondiya
2025-11-10,maharashtra,gondiya*,1,0,0,1,Gondiya *
2025-11-10,maharashtra,hingoli,36,8,0,44,Hingoli
2025-11-10,maharashtra,jalgaon,147,13,0,160,Jalgaon
2025-11-10,maharashtra,jalna,72,7,0,79,Jalna
2025-11-10,maharashtra,kolhapur,113,19,0,132,Kolhapur
2025-11-10,maharashtra,latur,66,16,6,88,Latur
2025-11-10,maharashtra,mumbai,220,73,0,293,Mumbai
2025-11-10,maharashtra,mumbai(suburban),17,0,0,17,Mumbai( Sub Urban )
2025-11-10,maharashtra,mumbaicity,39,5,1,45,Mumbai City
2025-11-10,maharashtra,mumbaisuburban,161,34,13,208,Mumbai Suburban
2025-11-10,maharashtra,nagpur,146,14,2,162,Nagpur
2025-11-10,maharashtra,nanded,73,14,4,91,Nanded
2025-11-10,maharashtra,nandurbar,83,19,0,102,Nandurbar
2025-11-10,maharashtra,nashik,224,55,1,280,Nashik
2025-11-10,maharashtra,osmanabad,37,5,0,42,Osmanabad
2025-11-10,maharashtra,palghar,105,26,0,131,Palghar
2025-11-10,maharashtra,parbhani,65,9,9,83,Parbhani
2025-11-10,maharashtra,pune,321,70,5,396,Pune
2025-11-10,maharashtra,raigad,30,5,0,35,Raigad
2025-11-10,maharashtra,raigarh,66,12,0,78,Raigarh
2025-11-10,maharashtra,ratnagiri,58,3,0,61,Ratnagiri
2025-11-10,maharashtra,sangli,73,10,1,84,Sangli
2025-11-10,maharashtra,satara,80,4,3,87,Satara
2025-11-10,maharashtra,sindhudurg,21,1,0,22,Sindhudurg
2025-11-10,maharashtra,solapur,113,24,0,137,Solapur
2025-11-10,maharashtra,thane,406,109,2,517,Thane
2025-11-10,maharashtra,wardha,22,1,0,23,Wardha
2025-11-10,maharashtra,washim,23,3,0,26,Washim
2025-11-10,maharashtra,yavatmal,67,7,0,74,Yavatmal
2025-11-10,manipur,bishnupur,8,8,0,16,Bishnupur
2025-11-10,manipur,chandel,3,6,0,9,Chandel
2025-11-10,manipur,churachandpur,12,15,0,27,Churachandpur
2025-11-10,manipur,imphaleast,15,12,0,27,Imphal East
2025-11-10,manipur,imphalwest,13,13,0,26,Imphal West
2025-11-10,manipur,jiribam,2,2,0,4,Jiribam
2025-11-10,manipur,kakching,3,0,0,3,Kakching
2025-11-10,manipur,pherzawl,0,1,0,1,Pherzawl
2025-11-10,manipur,senapati,8,14,0,22,Senapati
2025-11-10,manipur,tamenglong,11,5,0,16,Tamenglong
2025-11-10,manipur,thoubal,9,13,0,22,Thoubal
2025-11-10,manipur,ukhrul,18,17,0,35,Ukhrul
2025-11-10,meghalaya,eastgarohills,1,4,1,6,East Garo Hills
2025-11-10,meghalaya,eastjaintiahills,0,3,47,50,East Jaintia Hills
2025-11-10,meghalaya,eastkhasihills,13,30,81,124,East Khasi Hills
2025-11-10,meghalaya,northgarohills,1,0,1,2,North Garo Hills
2025-11-10,meghalaya,ribhoi,4,1,73,78,Ri Bhoi
2025-11-10,meghalaya,southgarohills,3,5,2,10,South Garo Hills
2025-11-10,meghalaya,southwestgarohills,2,2,5,9,South West Garo Hills
2025-11-10,meghalaya,southwestkhasihills,1,3,2,6,South West Khasi Hills
2025-11-10,meghalaya,westgarohills,18,14,44,76,West Garo Hills
2025-11-10,meghalaya,westjaintiahills,1,3,7,11,West Jaintia Hills
2025-11-10,meghalaya,westkhasihills,3,14,18,35,West Khasi Hills
2025-11-10,mizoram,aizawl,15,0,0,15,Aizawl
2025-11-10,mizoram,champhai,4,0,0,4,Champhai
2025-11-10,mizoram,kolasib,2,0,0,2,Kolasib
2025-11-10,mizoram,lawngtlai,3,3,0,6,Lawngtlai
2025-11-10,mizoram,lunglei,1,0,0,1,Lunglei
2025-11-10,mizoram,saiha,1,1,0,2,Saiha
2025-11-10,mizoram,serchhip,3,0,0,3,Serchhip
2025-11-10,nagaland,chumukedima,0,1,0,1,Chumukedima
2025-11-10,nagaland,dimapur,6,7,0,13,Dimapur
2025-11-10,nagaland,kiphire,6,4,0,10,Kiphire
2025-11-10,nagaland,kohima,2,1,0,3,Kohima
2025-11-10,nagaland,longleng,0,2,0,2,Longleng
2025-11-10,nagaland,meluri,1,3,0,4,Meluri
2025-11-10,nagaland,mon,8,2,0,10,Mon
2025-11-10,nagaland,noklak,0,3,0,3,Noklak
2025-11-10,nagaland,phek,4,8,0,12,Phek
2025-11-10,nagaland,shamator,0,1,0,1,Shamator
2025-11-10,nagaland,tuensang,3,3,0,6,Tuensang
2025-11-10,nagaland,wokha,1,0,0,1,Wokha
2025-11-10,nagaland,zunheboto,5,8,0,13,Zunheboto
2025-11-10,odisha,angul,24,3,0,27,Angul
2025-11-10,odisha,anugul,0,1,0,1,Anugul
2025-11-10,odisha,balangir,44,17,0,61,Balangir
2025-11-10,odisha,baleshwar,13,5,0,18,Baleshwar
2025-11-10,odisha,baleswar,62,16,0,78,Baleswar
2025-11-10,odisha,bargarh,44,9,0,53,Bargarh
2025-11-10,odisha,bhadrak,37,7,0,44,Bhadrak
2025-11-10,odisha,boudh,15,4,0,19,Boudh
2025-11-10,odisha,cuttack,48,7,0,55,Cuttack
2025-11-10,odisha,debagarh,4,0,0,4,Debagarh
2025-11-10,odisha,dhenkanal,22,4,0,26,Dhenkanal
2025-11-10,odisha,gajapati,20,3,0,23,Gajapati
2025-11-10,odisha,ganjam,71,13,0,84,Ganjam
2025-11-10,odisha,jagatsinghapur,23,2,0,25,Jagatsinghapur
2025-11-10,odisha,jagatsinghpur,6,1,0,7,Jagatsinghpur
2025-11-10,odisha,jajapur,27,6,0,33,Jajapur
2025-11-10,odisha,jajpur,32,4,0,36,JAJPUR
2025-11-10,odisha,jharsuguda,16,1,0,17,Jharsuguda
2025-11-10,odisha,kalahandi,38,13,0,51,Kalahandi
2025-11-10,odisha,kandhamal,24,4,0,28,Kandhamal
2025-11-10,odisha,kendrapara,25,5,0,30,Kendrapara
2025-11-10,odisha,kendujhar,34,8,0,42,Kendujhar
2025-11-10,odisha,khorda,58,6,0,64,Khorda
2025-11-10,odisha,khordha,12,4,0,16,Khordha
2025-11-10,odisha,koraput,24,10,0,34,Koraput
2025-11-10,odisha,malkangiri,24,5,0,29,Malkangiri
2025-11-10,odisha,mayurbhanj,73,14,0,87,Mayurbhanj
2025-11-10,odisha,nabarangapur,27,22,0,49,Nabarangapur
2025-11-10,odisha,nayagarh,31,1,0,32,Nayagarh
2025-11-10,odisha,nuapada,11,1,0,12,Nuapada
2025-11-10,odisha,puri,26,1,0,27,Puri
2025-11-10,odisha,rayagada,28,8,0,36,Rayagada
2025-11-10,odisha,sambalpur,33,4,0,37,Sambalpur
2025-11-10,odisha,sonapur,17,3,0,20,Sonapur
2025-11-10,odisha,subarnapur,4,1,0,5,Subarnapur
2025-11-10,odisha,sundargarh,9,1,0,10,Sundargarh
2025-11-10,odisha,sundergarh,33,4,0,37,Sundergarh
2025-11-10,puducherry,karaikal,10,1,0,11,Karaikal
2025-11-10,puducherry,pondicherry,17,1,0,18,Pondicherry
2025-11-10,puducherry,puducherry,24,1,1,26,Puducherry
2025-11-10,puducherry,yanam,1,0,0,1,Yanam
2025-11-10,punjab,amritsar,60,11,3,74,Amritsar
2025-11-10,punjab,barnala,6,0,1,7,Barnala
2025-11-10,punjab,bathinda,31,5,7,43,Bathinda
