year_month,state_final,district_norm,demo_age_5_17,demo_age_17_,total_demographic_updates
2025-11,rajasthan,nagaur,1530,11142,12672
2025-11,rajasthan,pali,876,7825,8701
2025-11,rajasthan,phalodi,1,43,44
2025-11,rajasthan,pratapgarh,429,5958,6387
2025-11,rajasthan,rajsamand,670,5649,6319
2025-11,rajasthan,salumbar,3,67,70
2025-11,rajasthan,sawai madhopur,804,6124,6928
2025-11,rajasthan,sikar,1241,10146,11387
2025-11,rajasthan,sirohi,550,5539,6089
2025-11,rajasthan,tonk,766,6621,7387
2025-11,rajasthan,udaipur,1939,16729,18668
2025-11,sikkim,east,77,1026,1103
2025-11,sikkim,east sikkim,75,609,684
2025-11,sikkim,mangan,0,17,17
2025-11,sikkim,namchi,1,70,71
2025-11,sikkim,north,19,158,177
2025-11,sikkim,north sikkim,19,127,146
2025-11,sikkim,south,25,548,573
2025-11,sikkim,south sikkim,22,220,242
2025-11,sikkim,west,43,478,521
2025-11,sikkim,west sikkim,26,297,323
2025-11,tamil nadu,ariyalur,1414,3191,4605
2025-11,tamil nadu,chengalpattu,644,5123,5767
2025-11,tamil nadu,chennai,4765,30325,35090
2025-11,tamil nadu,coimbatore,3555,23471,27026
2025-11,tamil nadu,cuddalore,3350,14548,17898
2025-11,tamil nadu,dharmapuri,2024,7294,9318
2025-11,tamil nadu,dindigul,2452,10871,13323
2025-11,tamil nadu,erode,2399,13493,15892
2025-11,tamil nadu,kallakurichi,430,2109,2539
2025-11,tamil nadu,kancheepuram,4790,21260,26050
2025-11,tamil nadu,kanniyakumari,1576,6242,7818
2025-11,tamil nadu,kanyakumari,789,3066,3855
2025-11,tamil nadu,karur,1117,5235,6352
2025-11,tamil nadu,krishnagiri,2426,9408,11834
2025-11,tamil nadu,madurai,4509,19051,23560
2025-11,tamil nadu,mayiladuthurai,134,706,840
2025-11,tamil nadu,nagapattinam,1164,8277,9441
2025-11,tamil nadu,namakkal,2936,8126,11062
2025-11,tamil nadu,perambalur,1115,2724,3839
2025-11,tamil nadu,pudukkottai,2120,9312,11432
2025-11,tamil nadu,ramanathapuram,1515,6681,8196
2025-11,tamil nadu,ranipet,51,339,390
2025-11,tamil nadu,salem,4030,17911,21941
2025-11,tamil nadu,sivaganga,1668,6534,8202
2025-11,tamil nadu,tenkasi,475,1736,2211
2025-11,tamil nadu,thanjavur,3187,12906,16093
2025-11,tamil nadu,the nilgiris,737,3106,3843
2025-11,tamil nadu,theni,1461,6894,8355
2025-11,tamil nadu,thiruvallur,35,534,569
2025-11,tamil nadu,thiruvarur,1504,7239,8743
2025-11,tamil nadu,thoothukkudi,1861,7981,9842
2025-11,tamil nadu,tiruchirappalli,3679,13173,16852
2025-11,tamil nadu,tirunelveli,3969,12283,16252
2025-11,tamil nadu,tirupathur,1,25,26
2025-11,tamil nadu,tirupattur,299,1838,2137
2025-11,tamil nadu,tiruppur,3193,13312,16505
2025-11,tamil nadu,tiruvallur,4128,21465,25593
2025-11,tamil nadu,tiruvannamalai,2371,11101,13472
2025-11,tamil nadu,tiruvarur,0,2,2
2025-11,tamil nadu,tuticorin,0,2,2
2025-11,tamil nadu,vellore,3354,17018,20372
2025-11,tamil nadu,villupuram,3573,6825,10398
2025-11,tamil nadu,viluppuram,816,9950,10766
2025-11,tamil nadu,virudhunagar,2580,10138,12718
2025-11,telangana,adilabad,1331,6819,8150
2025-11,telangana,bhadradri kothagudem,1404,5310,6714
2025-11,telangana,hanumakonda,532,3510,4042
2025-11,telangana,hyderabad,4887,23907,28794
2025-11,telangana,jagitial,389,2764,3153
2025-11,telangana,jangaon,18,163,181
2025-11,telangana,jangoan,425,2838,3263
2025-11,telangana,jayashankar bhupalpally,328,2367,2695
2025-11,telangana,jogulamba gadwal,919,4104,5023
2025-11,telangana,k.v. rangareddy,6780,27688,34468
2025-11,telangana,kamareddy,698,4224,4922
2025-11,telangana,karimnagar,1962,12242,14204
2025-11,telangana,khammam,2124,8407,10531
2025-11,telangana,komaram bheem,862,4903,5765
2025-11,telangana,mahabubabad,717,4427,5144
2025-11,telangana,mahabubnagar,5587,12242,17829
2025-11,telangana,mancherial,925,5845,6770
2025-11,telangana,medak,2137,9566,11703
2025-11,telangana,medchal-malkajgiri,2799,11398,14197
2025-11,telangana,medchal?malkajgiri,2,2,4
2025-11,telangana,medchal−malkajgiri,123,342,465
2025-11,telangana,mulugu,323,1904,2227
2025-11,telangana,nagarkurnool,586,3370,3956
2025-11,telangana,nalgonda,2755,13165,15920
2025-11,telangana,narayanpet,527,2956,3483
2025-11,telangana,nirmal,1186,7652,8838
2025-11,telangana,nizamabad,2189,9714,11903
2025-11,telangana,peddapalli,243,1895,2138
2025-11,telangana,rajanna sircilla,324,1889,2213
2025-11,telangana,rangareddy,201,880,1081
2025-11,telangana,sangareddy,1167,5154,6321
2025-11,telangana,siddipet,895,6017,6912
2025-11,telangana,suryapet,1282,9770,11052
2025-11,telangana,vikarabad,1837,10477,12314
2025-11,telangana,wanaparthy,1016,3933,4949
2025-11,telangana,warangal,1423,4887,6310
2025-11,telangana,warangal (urban),5,22,27
2025-11,telangana,warangal rural,293,3709,4002
2025-11,telangana,warangal urban,257,1445,1702
2025-11,telangana,yadadri.,684,4829,5513
2025-11,tripura,dhalai,283,2513,2796
2025-11,tripura,dhalai *,6,83,89
2025-11,tripura,gomati,284,1417,1701
2025-11,tripura,khowai,92,506,598
2025-11,tripura,north tripura,190,2463,2653
2025-11,tripura,sepahijala,208,2429,2637
2025-11,tripura,south tripura,552,4787,5339
2025-11,tripura,unakoti,74,617,691
2025-11,tripura,west tripura,750,7728,8478
2025-11,uttar pradesh,agra,3499,33824,37323
2025-11,uttar pradesh,aligarh,2179,29300,31479
2025-11,uttar pradesh,allahabad,2865,30616,33481
2025-11,uttar pradesh,ambedkar nagar,1352,14048,15400
2025-11,uttar pradesh,amethi,1058,12087,13145
2025-11,uttar pradesh,amroha,949,17122,18071
2025-11,uttar pradesh,auraiya,851,8478,9329
2025-11,uttar pradesh,ayodhya,303,2276,2579
2025-11,uttar pradesh,azamgarh,2468,24140,26608
2025-11,uttar pradesh,baghpat,782,9631,10413
2025-11,uttar pradesh,bagpat,0,2,2
2025-11,uttar pradesh,bahraich,1752,23998,25750
2025-11,uttar pradesh,ballia,2034,17704,19738
2025-11,uttar pradesh,balrampur,807,12930,13737
2025-11,uttar pradesh,banda,925,15568,16493
2025-11,uttar pradesh,bara banki,1331,18195,19526
2025-11,uttar pradesh,barabanki,37,1316,1353
2025-11,uttar pradesh,bareilly,2663,39303,41966
2025-11,uttar pradesh,basti,1414,13986,15400
2025-11,uttar pradesh,bhadohi,180,1178,1358
2025-11,uttar pradesh,bijnor,2518,48201,50719
2025-11,uttar pradesh,budaun,1958,25552,27510
2025-11,uttar pradesh,bulandshahar,3,207,210
2025-11,uttar pradesh,bulandshahr,2556,24640,27196
2025-11,uttar pradesh,chandauli,1466,16516,17982
2025-11,uttar pradesh,chitrakoot,568,7254,7822
2025-11,uttar pradesh,deoria,2152,18239,20391
2025-11,uttar pradesh,etah,865,10217,11082
2025-11,uttar pradesh,etawah,918,9780,10698
2025-11,uttar pradesh,faizabad,999,13125,14124
2025-11,uttar pradesh,farrukhabad,998,13997,14995
2025-11,uttar pradesh,fatehpur,1501,17470,18971
2025-11,uttar pradesh,firozabad,1526,25879,27405
2025-11,uttar pradesh,gautam buddha nagar,1635,14627,16262
2025-11,uttar pradesh,ghaziabad,2269,27461,29730
2025-11,uttar pradesh,ghazipur,2197,18630,20827
2025-11,uttar pradesh,gonda,1797,20985,22782
2025-11,uttar pradesh,gorakhpur,3182,27274,30456
2025-11,uttar pradesh,hamirpur,472,9374,9846
2025-11,uttar pradesh,hapur,716,6670,7386
2025-11,uttar pradesh,hardoi,1817,24967,26784
2025-11,uttar pradesh,hathras,1112,11509,12621
2025-11,uttar pradesh,jalaun,817,13378,14195
2025-11,uttar pradesh,jaunpur,2779,22829,25608
2025-11,uttar pradesh,jhansi,957,13479,14436
2025-11,uttar pradesh,jyotiba phule nagar,5,182,187
2025-11,uttar pradesh,jyotiba phule nagar *,0,1,1
2025-11,uttar pradesh,kannauj,909,10359,11268
2025-11,uttar pradesh,kanpur dehat,1108,10414,11522
2025-11,uttar pradesh,kanpur nagar,2331,29196,31527
2025-11,uttar pradesh,kasganj,751,10822,11573
2025-11,uttar pradesh,kaushambi,1104,11738,12842
2025-11,uttar pradesh,kheri,1978,32042,34020
2025-11,uttar pradesh,kushinagar,2726,23935,26661
2025-11,uttar pradesh,kushinagar *,2,37,39
2025-11,uttar pradesh,lalitpur,653,8946,9599
2025-11,uttar pradesh,lucknow,2236,33457,35693
2025-11,uttar pradesh,maharajganj,1714,16234,17948
2025-11,uttar pradesh,mahoba,434,7200,7634
2025-11,uttar pradesh,mahrajganj,2,5,7
2025-11,uttar pradesh,mainpuri,959,11039,11998
2025-11,uttar pradesh,mathura,1794,16257,18051
2025-11,uttar pradesh,mau,1610,16846,18456
2025-11,uttar pradesh,meerut,2101,27043,29144
2025-11,uttar pradesh,mirzapur,1467,13882,15349
2025-11,uttar pradesh,moradabad,1639,23389,25028
2025-11,uttar pradesh,muzaffarnagar,2067,26816,28883
2025-11,uttar pradesh,pilibhit,1354,18682,20036
2025-11,uttar pradesh,pratapgarh,1516,14579,16095
2025-11,uttar pradesh,prayagraj,435,3742,4177
2025-11,uttar pradesh,rae bareli,1438,17180,18618
2025-11,uttar pradesh,raebareli,0,3,3
2025-11,uttar pradesh,rampur,1479,22118,23597
2025-11,uttar pradesh,saharanpur,1583,24470,26053
2025-11,uttar pradesh,sambhal,1121,16462,17583
2025-11,uttar pradesh,sant kabir nagar,1018,12555,13573
2025-11,uttar pradesh,sant ravidas nagar,922,8715,9637
2025-11,uttar pradesh,sant ravidas nagar bhadohi,4,89,93
2025-11,uttar pradesh,shahjahanpur,1917,22549,24466
2025-11,uttar pradesh,shamli,1084,13466,14550
2025-11,uttar pradesh,shrawasti,547,8267,8814
2025-11,uttar pradesh,siddharthnagar,1532,17411,18943
2025-11,uttar pradesh,sitapur,1865,28588,30453
2025-11,uttar pradesh,sonbhadra,1162,11976,13138
2025-11,uttar pradesh,sultanpur,1637,14651,16288
2025-11,uttar pradesh,unnao,1523,23594,25117
2025-11,uttar pradesh,varanasi,2550,29287,31837
2025-11,uttarakhand,almora,370,2796,3166
2025-11,uttarakhand,bageshwar,138,1080,1218
2025-11,uttarakhand,chamoli,186,1644,1830
2025-11,uttarakhand,champawat,238,2275,2513
2025-11,uttarakhand,dehradun,1196,11034,12230
2025-11,uttarakhand,garhwal,9,88,97
2025-11,uttarakhand,hardwar,3,283,286
2025-11,uttarakhand,haridwar,1084,10436,11520
2025-11,uttarakhand,nainital,687,4821,5508
2025-11,uttarakhand,pauri garhwal,396,3246,3642
2025-11,uttarakhand,pithoragarh,315,2798,3113
2025-11,uttarakhand,rudraprayag,128,1080,1208
2025-11,uttarakhand,tehri garhwal,501,3962,4463
2025-11,uttarakhand,udham singh nagar,1236,11010,12246
2025-11,uttarakhand,uttarkashi,309,1598,1907
2025-11,west bengal,alipurduar,289,1877,2166
2025-11,west bengal,bankura,2148,39504,41652
2025-11,west bengal,barddhaman,2249,42097,44346
2025-11,west bengal,bardhaman,70,6811,6881
2025-11,west bengal,birbhum,2016,27153,29169
2025-11,west bengal,cooch behar,2065,23457,25522
2025-11,west bengal,dakshin dinajpur,713,15242,15955
2025-11,west bengal,darjeeling,733,12860,13593
2025-11,west bengal,darjiling,14,2770,2784
2025-11,west bengal,domjur,0,2,2
2025-11,west bengal,east midnapore,168,8953,9121
2025-11,west bengal,east midnapur,0,6,6
2025-11,west bengal,haora,95,15984,16079
2025-11,west bengal,hawrah,0,12,12
2025-11,west bengal,hooghiy,0,5,5
2025-11,west bengal,hooghly,2095,44437,46532
2025-11,west bengal,howrah,1720,28765,30485
2025-11,west bengal,hugli,3,421,424
2025-11,west bengal,jalpaiguri,2414,45591,48005
2025-11,west bengal,jhargram,166,1262,1428
2025-11,west bengal,kalimpong,41,564,605
2025-11,west bengal,koch bihar,133,24368,24501
2025-11,west bengal,kolkata,820,27014,27834
2025-11,west bengal,malda,2802,29629,32431
2025-11,west bengal,maldah,155,6749,6904
2025-11,west bengal,medinipur,1,51,52
2025-11,west bengal,murshidabad,5149,63142,68291
2025-11,west bengal,nadia,1732,34487,36219
2025-11,west bengal,north 24 parganas,2936,60730,63666
2025-11,west bengal,north dinajpur,16,1423,1439
2025-11,west bengal,north twenty four parganas,77,6397,6474
2025-11,west bengal,paschim bardhaman,250,3037,3287
2025-11,west bengal,paschim medinipur,3953,58504,62457
2025-11,west bengal,purba bardhaman,332,3251,3583
2025-11,west bengal,purba medinipur,1965,23366,25331
2025-11,west bengal,purulia,127,2149,2276
2025-11,west bengal,puruliya,2672,34852,37524
2025-11,west bengal,south 24 pargana,0,14,14
2025-11,west bengal,south 24 parganas,4791,81335,86126
2025-11,west bengal,south dinajpur,21,2100,2121
2025-11,west bengal,south dumdum(m),0,1,1
2025-11,west bengal,south twenty four parganas,214,13636,13850
2025-11,west bengal,uttar dinajpur,2210,39420,41630
2025-11,west bengal,west medinipur,0,1,1
2025-11,west bengal,west midnapore,106,11088,11194
2025-12,Unknown/Invalid,100000,0,2,2
2025-12,Unknown/Invalid,5th cross,0,1,1
2025-12,Unknown/Invalid,idpl colony,0,2,2
2025-12,Unknown/Invalid,kadiri road,0,2,2
2025-12,Unknown/Invalid,near dhyana ashram,0,1,1
2025-12,Unknown/Invalid,near meera hospital,0,2,2
2025-12,Unknown/Invalid,near uday nagar nit garden,0,1,1
2025-12,Unknown/Invalid,near university thana,0,2,2
2025-12,Unknown/Invalid,raipur,0,2,2
2025-12,andaman and nicobar islands,andamans,2,299,301
2025-12,andaman and nicobar islands,nicobar,10,65,75
2025-12,andaman and nicobar islands,north and middle andaman,13,422,435
2025-12,andaman and nicobar islands,south andaman,134,1237,1371
2025-12,andhra pradesh,adilabad,635,6656,7291
2025-12,andhra pradesh,alluri sitharama raju,312,2082,2394
2025-12,andhra pradesh,anakapalli,461,3544,4005
2025-12,andhra pradesh,anantapur,2148,12850,14998
2025-12,andhra pradesh,ananthapur,1924,4528,6452
2025-12,andhra pradesh,ananthapuramu,1853,7714,9567
2025-12,andhra pradesh,annamayya,674,4436,5110
2025-12,andhra pradesh,bapatla,389,2537,2926
2025-12,andhra pradesh,chittoor,4987,23693,28680
2025-12,andhra pradesh,cuddapah,2472,15809,18281
2025-12,andhra pradesh,dr. b. r. ambedkar konaseema,449,3249,3698
2025-12,andhra pradesh,east godavari,4131,28094,32225
2025-12,andhra pradesh,eluru,518,3894,4412
2025-12,andhra pradesh,guntur,4006,25994,30000
2025-12,andhra pradesh,hyderabad,1017,9451,10468
2025-12,andhra pradesh,k.v. rangareddy,9,37,46
2025-12,andhra pradesh,k.v.rangareddy,8,143,151
2025-12,andhra pradesh,kakinada,618,5004,5622
2025-12,andhra pradesh,karim nagar,20,401,421
2025-12,andhra pradesh,karimnagar,232,2838,3070
2025-12,andhra pradesh,khammam,880,7323,8203
2025-12,andhra pradesh,krishna,2915,20592,23507
2025-12,andhra pradesh,kurnool,5284,22402,27686
2025-12,andhra pradesh,mahabub nagar,103,3293,3396
2025-12,andhra pradesh,mahabubnagar,3,28,31
2025-12,andhra pradesh,mahbubnagar,244,2044,2288
2025-12,andhra pradesh,medak,377,3130,3507
2025-12,andhra pradesh,n. t. r,772,6019,6791
2025-12,andhra pradesh,nalgonda,338,6917,7255
2025-12,andhra pradesh,nandyal,631,3161,3792
2025-12,andhra pradesh,nellore,1851,13553,15404
2025-12,andhra pradesh,nizamabad,188,1328,1516
2025-12,andhra pradesh,palnadu,558,3594,4152
2025-12,andhra pradesh,parvathipuram manyam,383,1873,2256
2025-12,andhra pradesh,prakasam,3757,22180,25937
2025-12,andhra pradesh,rangareddi,715,5383,6098
2025-12,andhra pradesh,sri potti sriramulu nellore,676,4580,5256
2025-12,andhra pradesh,sri sathya sai,765,4482,5247
2025-12,andhra pradesh,srikakulam,3737,16294,20031
2025-12,andhra pradesh,tirupati,870,5545,6415
2025-12,andhra pradesh,visakhapatnam,3693,23909,27602
2025-12,andhra pradesh,vizianagaram,2445,12644,15089
2025-12,andhra pradesh,warangal,667,7831,8498
2025-12,andhra pradesh,west godavari,2848,20378,23226
2025-12,andhra pradesh,y. s. r,570,3893,4463
2025-12,arunachal pradesh,anjaw,20,98,118
2025-12,arunachal pradesh,changlang,74,653,727
2025-12,arunachal pradesh,dibang valley,10,41,51
2025-12,arunachal pradesh,east kameng,69,159,228
2025-12,arunachal pradesh,east siang,70,437,507
2025-12,arunachal pradesh,kamle,3,6,9
2025-12,arunachal pradesh,kra daadi,19,79,98
2025-12,arunachal pradesh,kurung kumey,11,31,42
2025-12,arunachal pradesh,leparada,1,3,4
2025-12,arunachal pradesh,lohit,40,445,485
2025-12,arunachal pradesh,longding,36,202,238
2025-12,arunachal pradesh,lower dibang valley,33,152,185
2025-12,arunachal pradesh,lower siang,12,54,66
2025-12,arunachal pradesh,lower subansiri,27,178,205
2025-12,arunachal pradesh,namsai,29,311,340
2025-12,arunachal pradesh,pakke kessang,1,7,8
2025-12,arunachal pradesh,papum pare,121,699,820
2025-12,arunachal pradesh,shi-yomi,12,46,58
2025-12,arunachal pradesh,siang,26,122,148
2025-12,arunachal pradesh,tawang,41,188,229
2025-12,arunachal pradesh,tirap,26,191,217
2025-12,arunachal pradesh,upper siang,47,172,219
2025-12,arunachal pradesh,upper subansiri,51,164,215
2025-12,arunachal pradesh,west kameng,77,343,420
2025-12,arunachal pradesh,west siang,86,367,453
2025-12,assam,bajali,22,335,357
2025-12,assam,baksa,369,4617,4986
2025-12,assam,barpeta,1086,14729,15815
2025-12,assam,biswanath,230,2548,2778
2025-12,assam,bongaigaon,507,5732,6239
2025-12,assam,cachar,1037,11361,12398
2025-12,assam,charaideo,164,1838,2002
2025-12,assam,chirang,372,4153,4525
2025-12,assam,darrang,672,5984,6656
2025-12,assam,dhemaji,407,4092,4499
2025-12,assam,dhubri,1860,21316,23176
2025-12,assam,dibrugarh,381,4859,5240
2025-12,assam,dima hasao,12,123,135
2025-12,assam,goalpara,910,8066,8976
2025-12,assam,golaghat,383,4763,5146
2025-12,assam,hailakandi,633,5286,5919
2025-12,assam,hojai,505,5368,5873
2025-12,assam,jorhat,300,3767,4067
2025-12,assam,kamrup,874,11916,12790
2025-12,assam,kamrup metro,473,6641,7114
2025-12,assam,karbi anglong,500,4467,4967
2025-12,assam,karimganj,1249,12183,13432
2025-12,assam,kokrajhar,450,7038,7488
2025-12,assam,lakhimpur,597,5723,6320
2025-12,assam,majuli,68,716,784
2025-12,assam,marigaon,1192,11947,13139
2025-12,assam,nagaon,1730,22185,23915
2025-12,assam,nalbari,460,4828,5288
2025-12,assam,north cachar hills,55,615,670
2025-12,assam,sibsagar,227,2667,2894
2025-12,assam,sonitpur,762,10119,10881
2025-12,assam,south salmara mankachar,224,3756,3980
2025-12,assam,sribhumi,84,2202,2286
2025-12,assam,tamulpur district,19,495,514
2025-12,assam,tinsukia,558,7841,8399
2025-12,assam,udalguri,384,5219,5603
2025-12,assam,west karbi anglong,49,299,348
2025-12,bihar,araria,2223,27420,29643
2025-12,bihar,arwal,556,5073,5629
2025-12,bihar,aurangabad,2429,19259,21688
2025-12,bihar,aurangabad(bh),13,184,197
2025-12,bihar,banka,1710,18022,19732
2025-12,bihar,begusarai,3253,26162,29415
2025-12,bihar,bhabua,2,30,32
2025-12,bihar,bhagalpur,3027,25895,28922
2025-12,bihar,bhojpur,2531,21952,24483
2025-12,bihar,buxar,1690,14644,16334
2025-12,bihar,darbhanga,3043,29052,32095
2025-12,bihar,east champaran,4770,50458,55228
2025-12,bihar,gaya,4657,32037,36694
2025-12,bihar,gopalganj,2044,22057,24101
2025-12,bihar,jamui,1346,11970,13316
2025-12,bihar,jehanabad,1104,7751,8855
2025-12,bihar,kaimur (bhabua),1379,12881,14260
2025-12,bihar,katihar,2511,29940,32451
2025-12,bihar,khagaria,2105,15159,17264
2025-12,bihar,kishanganj,1201,16628,17829
2025-12,bihar,lakhisarai,1073,9332,10405
2025-12,bihar,madhepura,1784,16856,18640
2025-12,bihar,madhubani,3302,34194,37496
2025-12,bihar,monghyr,0,88,88
2025-12,bihar,munger,1073,11050,12123
2025-12,bihar,muzaffarpur,4043,42320,46363
2025-12,bihar,nalanda,3331,24376,27707
2025-12,bihar,nawada,1792,16194,17986
2025-12,bihar,pashchim champaran,7,226,233
2025-12,bihar,patna,5500,49453,54953
2025-12,bihar,purba champaran,10,261,271
2025-12,bihar,purnea,41,562,603
2025-12,bihar,purnia,2686,31657,34343
2025-12,bihar,rohtas,2697,24123,26820
2025-12,bihar,saharsa,1591,12480,14071
2025-12,bihar,samastipur,3918,41650,45568
2025-12,bihar,samstipur,4,127,131
2025-12,bihar,saran,3828,33641,37469
2025-12,bihar,sheikhpura,614,4594,5208
2025-12,bihar,sheikpura,0,33,33
2025-12,bihar,sheohar,546,5189,5735
2025-12,bihar,sitamarhi,3143,31818,34961
2025-12,bihar,siwan,2919,27462,30381
2025-12,bihar,supaul,1587,16145,17732
2025-12,bihar,vaishali,3018,29446,32464
2025-12,bihar,west champaran,4539,40089,44628
2025-12,chandigarh,chandigarh,886,8971,9857
2025-12,chandigarh,mohali,0,2,2
2025-12,chandigarh,rupnagar,0,4,4
2025-12,chhattisgarh,balod,1183,8016,9199
2025-12,chhattisgarh,baloda bazar,2361,21386,23747
2025-12,chhattisgarh,balrampur,684,9330,10014
2025-12,chhattisgarh,bastar,3045,14701,17746
2025-12,chhattisgarh,bemetara,1245,9946,11191
2025-12,chhattisgarh,bijapur,272,3983,4255
2025-12,chhattisgarh,bilaspur,3045,27944,30989
2025-12,chhattisgarh,dakshin bastar dantewada,444,1256,1700
2025-12,chhattisgarh,dantewada,241,406,647
2025-12,chhattisgarh,dhamtari,898,7079,7977
2025-12,chhattisgarh,durg,1908,11654,13562
2025-12,chhattisgarh,gariyaband,519,7381,7900
2025-12,chhattisgarh,gaurela-pendra-marwahi,167,892,1059
2025-12,chhattisgarh,janjgir - champa,4,81,85
2025-12,chhattisgarh,janjgir champa,4,105,109
2025-12,chhattisgarh,janjgir-champa,1708,21001,22709
2025-12,chhattisgarh,jashpur,2119,11637,13756
2025-12,chhattisgarh,kabeerdham,639,2940,3579
2025-12,chhattisgarh,kanker,1178,9106,10284
2025-12,chhattisgarh,kawardha,1458,9768,11226
2025-12,chhattisgarh,khairagarh chhuikhadan gandai,246,1659,1905
2025-12,chhattisgarh,kondagaon,1363,9459,10822
2025-12,chhattisgarh,korba,798,12093,12891
2025-12,chhattisgarh,koriya,516,7764,8280
2025-12,chhattisgarh,mahasamund,1435,15886,17321
2025-12,chhattisgarh,manendragarh–chirmiri–bharatpur,184,2181,2365
2025-12,chhattisgarh,mohalla-manpur-ambagarh chowki,9,54,63
2025-12,chhattisgarh,mohla-manpur-ambagarh chouki,1015,4783,5798
2025-12,chhattisgarh,mungeli,904,13970,14874
2025-12,chhattisgarh,narayanpur,322,1495,1817
2025-12,chhattisgarh,raigarh,1101,19745,20846
2025-12,chhattisgarh,raipur,1792,17143,18935
2025-12,chhattisgarh,rajnandgaon,2085,20330,22415
2025-12,chhattisgarh,sakti,323,2814,3137
2025-12,chhattisgarh,sarangarh-bilaigarh,344,3567,3911
2025-12,chhattisgarh,sukma,519,3674,4193
2025-12,chhattisgarh,surajpur,1186,12005,13191
2025-12,chhattisgarh,surguja,1771,20832,22603
2025-12,chhattisgarh,uttar bastar kanker,496,5016,5512
2025-12,dadra and nagar haveli and daman and diu,dadra & nagar haveli,8,71,79
2025-12,dadra and nagar haveli and daman and diu,dadra and nagar haveli,335,1576,1911
2025-12,dadra and nagar haveli and daman and diu,daman,80,730,810
2025-12,dadra and nagar haveli and daman and diu,diu,38,248,286
2025-12,delhi,central delhi,496,5509,6005
2025-12,delhi,east delhi,1313,14908,16221
2025-12,delhi,najafgarh,0,74,74
2025-12,delhi,new delhi,94,697,791
2025-12,delhi,north delhi,807,7437,8244
2025-12,delhi,north east,104,3221,3325
2025-12,delhi,north east delhi,1586,13168,14754
2025-12,delhi,north west delhi,3253,28625,31878
2025-12,delhi,shahdara,336,3054,3390
2025-12,delhi,south delhi,1928,24119,26047
2025-12,delhi,south east delhi,55,492,547
2025-12,delhi,south west delhi,1969,18300,20269
2025-12,delhi,west delhi,2121,21825,23946
2025-12,goa,bardez,1,11,12
2025-12,goa,bicholim,0,2,2
2025-12,goa,north goa,339,4278,4617
2025-12,goa,south goa,335,3811,4146
2025-12,goa,tiswadi,0,2,2
2025-12,gujarat,ahmadabad,42,2666,2708
2025-12,gujarat,ahmedabad,5877,47821,53698
2025-12,gujarat,amreli,520,6818,7338
2025-12,gujarat,anand,935,8632,9567
2025-12,gujarat,arvalli,418,2004,2422
2025-12,gujarat,banas kantha,4,181,185
2025-12,gujarat,banaskantha,1812,16737,18549
2025-12,gujarat,bharuch,1353,8503,9856
2025-12,gujarat,bhavnagar,1400,13484,14884
2025-12,gujarat,botad,203,1408,1611
2025-12,gujarat,chhotaudepur,339,1719,2058
2025-12,gujarat,dahod,875,5866,6741
2025-12,gujarat,devbhumi dwarka,231,1497,1728
2025-12,gujarat,dohad,66,1392,1458
2025-12,gujarat,gandhinagar,966,9262,10228
2025-12,gujarat,gir somnath,401,2488,2889
2025-12,gujarat,jamnagar,902,11051,11953
2025-12,gujarat,junagadh,789,10025,10814
2025-12,gujarat,kachchh,1419,12637,14056
2025-12,gujarat,kheda,1006,10267,11273
2025-12,gujarat,mahesana,1178,9095,10273
2025-12,gujarat,mahisagar,255,1708,1963
2025-12,gujarat,morbi,447,2505,2952
2025-12,gujarat,narmada,417,2420,2837
2025-12,gujarat,navsari,745,5703,6448
2025-12,gujarat,panch mahals,1,150,151
2025-12,gujarat,panchmahals,909,8351,9260
2025-12,gujarat,patan,790,7069,7859
2025-12,gujarat,porbandar,289,3188,3477
2025-12,gujarat,rajkot,1604,22940,24544
2025-12,gujarat,sabar kantha,11,223,234
2025-12,gujarat,sabarkantha,1032,10538,11570
2025-12,gujarat,surat,4911,51651,56562
2025-12,gujarat,surendra nagar,625,8111,8736
2025-12,gujarat,surendranagar,5,370,375
2025-12,gujarat,tapi,494,2249,2743
2025-12,gujarat,the dangs,148,822,970
2025-12,gujarat,vadodara,2613,22395,25008
2025-12,gujarat,valsad,1223,7547,8770
2025-12,haryana,ambala,627,5699,6326
2025-12,haryana,bhiwani,760,6493,7253
2025-12,haryana,charkhi dadri,312,2352,2664
2025-12,haryana,faridabad,2014,17906,19920
2025-12,haryana,fatehabad,471,5005,5476
2025-12,haryana,gurgaon,1884,16479,18363
2025-12,haryana,hisar,836,8508,9344
2025-12,haryana,jhajjar,488,4908,5396
2025-12,haryana,jind,611,5858,6469
2025-12,haryana,kaithal,508,4336,4844
2025-12,haryana,karnal,858,5962,6820
2025-12,haryana,kurukshetra,460,3901,4361
2025-12,haryana,mahendragarh,531,4622,5153
2025-12,haryana,mewat,882,10242,11124
2025-12,haryana,palwal,866,7930,8796
2025-12,haryana,panchkula,594,4450,5044
2025-12,haryana,panipat,928,7780,8708
2025-12,haryana,rewari,681,5548,6229
2025-12,haryana,rohtak,743,4260,5003
2025-12,haryana,sirsa,647,8504,9151
2025-12,haryana,sonipat,944,7276,8220
2025-12,haryana,yamuna nagar,798,7088,7886
2025-12,haryana,yamunanagar,3,125,128
2025-12,himachal pradesh,bilaspur,212,1392,1604
2025-12,himachal pradesh,chamba,884,3205,4089
2025-12,himachal pradesh,hamirpur,231,1734,1965
2025-12,himachal pradesh,kangra,907,6609,7516
2025-12,himachal pradesh,kinnaur,34,374,408
