year_month,state_final,district_norm,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-11,rajasthan,jaipur,4561,1840,391,6792
2025-11,rajasthan,jaisalmer,336,217,17,570
2025-11,rajasthan,jalor,1674,1349,89,3112
2025-11,rajasthan,jalore,1,2,0,3
2025-11,rajasthan,jhalawar,1223,491,33,1747
2025-11,rajasthan,jhunjhunu,44,23,0,67
2025-11,rajasthan,jhunjhunun,1368,391,51,1810
2025-11,rajasthan,jodhpur,2303,1211,498,4012
2025-11,rajasthan,karauli,1373,647,72,2092
2025-11,rajasthan,kota,1637,496,40,2173
2025-11,rajasthan,nagaur,2277,1012,104,3393
2025-11,rajasthan,pali,1596,680,61,2337
2025-11,rajasthan,pratapgarh,661,256,13,930
2025-11,rajasthan,rajsamand,839,337,19,1195
2025-11,rajasthan,sawaimadhopur,1057,438,41,1536
2025-11,rajasthan,sikar,1717,555,113,2385
2025-11,rajasthan,sirohi,896,585,160,1641
2025-11,rajasthan,tonk,992,368,17,1377
2025-11,rajasthan,udaipur,2217,1514,125,3856
2025-11,sikkim,east,69,37,1,107
2025-11,sikkim,eastsikkim,50,26,1,77
2025-11,sikkim,mangan,0,1,0,1
2025-11,sikkim,namchi,1,2,1,4
2025-11,sikkim,north,10,3,0,13
2025-11,sikkim,northsikkim,16,4,0,20
2025-11,sikkim,south,29,25,0,54
2025-11,sikkim,southsikkim,26,18,0,44
2025-11,sikkim,west,22,32,0,54
2025-11,sikkim,westsikkim,27,20,2,49
2025-11,tamil nadu,ariyalur,550,180,39,769
2025-11,tamil nadu,chengalpattu,179,113,13,305
2025-11,tamil nadu,chennai,2257,645,81,2983
2025-11,tamil nadu,coimbatore,2013,572,9,2594
2025-11,tamil nadu,cuddalore,2140,392,2,2534
2025-11,tamil nadu,dharmapuri,1549,289,9,1847
2025-11,tamil nadu,dindigul,1318,458,3,1779
2025-11,tamil nadu,erode,1350,346,5,1701
2025-11,tamil nadu,kallakurichi,216,37,3,256
2025-11,tamil nadu,kancheepuram,2583,1065,18,3666
2025-11,tamil nadu,kanniyakumari,535,34,1,570
2025-11,tamil nadu,kanyakumari,505,29,14,548
2025-11,tamil nadu,karur,874,219,0,1093
2025-11,tamil nadu,krishnagiri,1070,346,5,1421
2025-11,tamil nadu,madurai,2381,314,7,2702
2025-11,tamil nadu,mayiladuthurai,100,20,1,121
2025-11,tamil nadu,nagapattinam,923,234,0,1157
2025-11,tamil nadu,namakkal,1034,234,4,1272
2025-11,tamil nadu,perambalur,505,88,0,593
2025-11,tamil nadu,pudukkottai,1405,563,4,1972
2025-11,tamil nadu,ramanathapuram,934,236,6,1176
2025-11,tamil nadu,ranipet,32,2,1,35
2025-11,tamil nadu,salem,2012,490,95,2597
2025-11,tamil nadu,sivaganga,1027,312,9,1348
2025-11,tamil nadu,tenkasi,342,39,0,381
2025-11,tamil nadu,thanjavur,1517,407,2,1926
2025-11,tamil nadu,theni,771,189,2,962
2025-11,tamil nadu,thenilgiris,345,139,4,488
2025-11,tamil nadu,thiruvallur,54,26,0,80
2025-11,tamil nadu,thiruvarur,948,284,2,1234
2025-11,tamil nadu,thoothukkudi,1201,277,3,1481
2025-11,tamil nadu,tiruchirappalli,2029,514,1,2544
2025-11,tamil nadu,tirunelveli,2159,444,2,2605
2025-11,tamil nadu,tirupattur,245,37,2,284
2025-11,tamil nadu,tiruppur,1390,381,3,1774
2025-11,tamil nadu,tiruvallur,2541,1014,24,3579
2025-11,tamil nadu,tiruvannamalai,1827,210,21,2058
2025-11,tamil nadu,tuticorin,0,1,0,1
2025-11,tamil nadu,vellore,2176,460,11,2647
2025-11,tamil nadu,villupuram,2251,356,2,2609
2025-11,tamil nadu,viluppuram,1598,302,0,1900
2025-11,tamil nadu,virudhunagar,1351,226,3,1580
2025-11,telangana,adilabad,577,121,2,700
2025-11,telangana,bhadradrikothagudem,478,144,1,623
2025-11,telangana,hanumakonda,228,29,4,261
2025-11,telangana,hyderabad,3632,821,139,4592
2025-11,telangana,jagitial,285,22,9,316
2025-11,telangana,jangaon,13,3,0,16
2025-11,telangana,jangoan,201,25,0,226
2025-11,telangana,jayashankarbhupalpally,166,39,4,209
2025-11,telangana,jogulambagadwal,397,87,2,486
2025-11,telangana,k.v.rangareddy,3395,1034,39,4468
2025-11,telangana,kamareddy,509,27,0,536
2025-11,telangana,karimnagar,1188,142,4,1334
2025-11,telangana,khammam,733,210,4,947
2025-11,telangana,komarambheem,207,43,0,250
2025-11,telangana,mahabubabad,329,71,0,400
2025-11,telangana,mahabubnagar,1744,570,11,2325
2025-11,telangana,mancherial,206,41,0,247
2025-11,telangana,medak,1481,334,3,1818
2025-11,telangana,medchal-malkajgiri,774,240,40,1054
2025-11,telangana,medchal−malkajgiri,119,22,0,141
2025-11,telangana,mulugu,172,42,4,218
2025-11,telangana,nagarkurnool,248,67,1,316
2025-11,telangana,nalgonda,1350,327,1,1678
2025-11,telangana,narayanpet,240,48,4,292
2025-11,telangana,nirmal,325,33,1,359
2025-11,telangana,nizamabad,1344,162,4,1510
2025-11,telangana,peddapalli,125,10,1,136
2025-11,telangana,rajannasircilla,194,12,1,207
2025-11,telangana,rangareddy,52,21,1,74
2025-11,telangana,sangareddy,595,118,2,715
2025-11,telangana,siddipet,430,57,1,488
2025-11,telangana,suryapet,424,60,1,485
2025-11,telangana,vikarabad,560,125,2,687
2025-11,telangana,wanaparthy,346,125,0,471
2025-11,telangana,warangal,599,113,0,712
2025-11,telangana,warangalrural,169,19,2,190
2025-11,telangana,warangalurban,145,24,2,171
2025-11,telangana,yadadri.,338,48,1,387
2025-11,tripura,dhalai,187,159,10,356
2025-11,tripura,dhalai*,6,1,0,7
2025-11,tripura,gomati,95,55,0,150
2025-11,tripura,khowai,56,33,18,107
2025-11,tripura,northtripura,265,87,3,355
2025-11,tripura,sepahijala,275,113,10,398
2025-11,tripura,southtripura,353,268,4,625
2025-11,tripura,unakoti,116,42,3,161
2025-11,tripura,westtripura,588,222,15,825
2025-11,uttar pradesh,agra,2709,1766,62,4537
2025-11,uttar pradesh,aligarh,1632,1280,50,2962
2025-11,uttar pradesh,allahabad,1794,1421,24,3239
2025-11,uttar pradesh,ambedkarnagar,923,855,17,1795
2025-11,uttar pradesh,amethi,938,606,16,1560
2025-11,uttar pradesh,amroha,1364,526,4,1894
2025-11,uttar pradesh,auraiya,618,371,0,989
2025-11,uttar pradesh,ayodhya,193,68,3,264
2025-11,uttar pradesh,azamgarh,1325,2557,64,3946
2025-11,uttar pradesh,baghpat,738,538,43,1319
2025-11,uttar pradesh,bagpat,0,1,0,1
2025-11,uttar pradesh,bahraich,1286,1704,225,3215
2025-11,uttar pradesh,ballia,1083,1618,23,2724
2025-11,uttar pradesh,balrampur,898,1219,40,2157
2025-11,uttar pradesh,banda,811,674,17,1502
2025-11,uttar pradesh,barabanki,1461,762,33,2256
2025-11,uttar pradesh,bareilly,2921,1561,137,4619
2025-11,uttar pradesh,basti,1336,1278,14,2628
2025-11,uttar pradesh,bhadohi,63,50,3,116
2025-11,uttar pradesh,bijnor,3559,884,11,4454
2025-11,uttar pradesh,budaun,1480,1104,53,2637
2025-11,uttar pradesh,bulandshahar,32,29,0,61
2025-11,uttar pradesh,bulandshahr,2070,1503,37,3610
2025-11,uttar pradesh,chandauli,973,922,20,1915
2025-11,uttar pradesh,chitrakoot,683,567,1,1251
2025-11,uttar pradesh,deoria,1013,1184,37,2234
2025-11,uttar pradesh,etah,835,582,24,1441
2025-11,uttar pradesh,etawah,906,512,26,1444
2025-11,uttar pradesh,faizabad,956,636,0,1592
2025-11,uttar pradesh,farrukhabad,792,730,30,1552
2025-11,uttar pradesh,fatehpur,1185,856,41,2082
2025-11,uttar pradesh,firozabad,887,670,35,1592
2025-11,uttar pradesh,gautambuddhanagar,1320,1022,45,2387
2025-11,uttar pradesh,ghaziabad,2356,1753,51,4160
2025-11,uttar pradesh,ghazipur,1018,1636,18,2672
2025-11,uttar pradesh,gonda,1629,1273,24,2926
2025-11,uttar pradesh,gorakhpur,1534,2063,29,3626
2025-11,uttar pradesh,hamirpur,572,357,5,934
2025-11,uttar pradesh,hapur,679,366,7,1052
2025-11,uttar pradesh,hardoi,1929,1741,63,3733
2025-11,uttar pradesh,hathras,827,503,24,1354
2025-11,uttar pradesh,jalaun,726,583,17,1326
2025-11,uttar pradesh,jaunpur,1079,1984,32,3095
2025-11,uttar pradesh,jhansi,1369,651,20,2040
2025-11,uttar pradesh,jyotibaphulenagar,17,6,0,23
2025-11,uttar pradesh,kannauj,715,757,18,1490
2025-11,uttar pradesh,kanpurdehat,748,569,10,1327
2025-11,uttar pradesh,kanpurnagar,2186,2114,66,4366
2025-11,uttar pradesh,kasganj,639,519,18,1176
2025-11,uttar pradesh,kaushambi,1076,580,16,1672
2025-11,uttar pradesh,kheri,1984,1954,58,3996
2025-11,uttar pradesh,kushinagar,1169,1547,6,2722
2025-11,uttar pradesh,kushinagar*,2,0,0,2
2025-11,uttar pradesh,lalitpur,1037,326,3,1366
2025-11,uttar pradesh,lucknow,2678,1910,108,4696
2025-11,uttar pradesh,maharajganj,916,1459,58,2433
2025-11,uttar pradesh,mahoba,544,181,1,726
2025-11,uttar pradesh,mahrajganj,5,2,0,7
2025-11,uttar pradesh,mainpuri,903,1023,15,1941
2025-11,uttar pradesh,mathura,1497,1258,17,2772
2025-11,uttar pradesh,mau,666,1134,14,1814
2025-11,uttar pradesh,meerut,2600,1574,41,4215
2025-11,uttar pradesh,mirzapur,909,1046,4,1959
2025-11,uttar pradesh,moradabad,2710,780,22,3512
2025-11,uttar pradesh,muzaffarnagar,1667,1146,14,2827
2025-11,uttar pradesh,pilibhit,1155,521,37,1713
2025-11,uttar pradesh,pratapgarh,1473,878,2,2353
2025-11,uttar pradesh,prayagraj,240,177,36,453
2025-11,uttar pradesh,raebareli,1506,825,11,2342
2025-11,uttar pradesh,rampur,1709,898,50,2657
2025-11,uttar pradesh,saharanpur,2678,868,8,3554
2025-11,uttar pradesh,sambhal,1133,875,25,2033
2025-11,uttar pradesh,santkabirnagar,793,880,20,1693
2025-11,uttar pradesh,santravidasnagar,491,600,1,1092
2025-11,uttar pradesh,santravidasnagarbhadohi,10,5,0,15
2025-11,uttar pradesh,shahjahanpur,1520,1161,55,2736
2025-11,uttar pradesh,shamli,1678,754,11,2443
2025-11,uttar pradesh,shrawasti,312,529,30,871
2025-11,uttar pradesh,siddharthnagar,900,1893,68,2861
2025-11,uttar pradesh,sitapur,2013,1695,131,3839
2025-11,uttar pradesh,sonbhadra,724,506,4,1234
2025-11,uttar pradesh,sultanpur,1199,947,9,2155
2025-11,uttar pradesh,unnao,2384,1063,50,3497
2025-11,uttar pradesh,varanasi,1496,1703,20,3219
2025-11,uttarakhand,almora,358,34,3,395
2025-11,uttarakhand,bageshwar,217,16,1,234
2025-11,uttarakhand,chamoli,231,18,0,249
2025-11,uttarakhand,champawat,177,29,0,206
2025-11,uttarakhand,dehradun,1356,236,11,1603
2025-11,uttarakhand,garhwal,9,0,0,9
2025-11,uttarakhand,hardwar,36,6,0,42
2025-11,uttarakhand,haridwar,1105,258,2,1365
2025-11,uttarakhand,nainital,846,87,1,934
2025-11,uttarakhand,paurigarhwal,388,39,1,428
2025-11,uttarakhand,pithoragarh,252,36,3,291
2025-11,uttarakhand,rudraprayag,225,17,0,242
2025-11,uttarakhand,tehrigarhwal,700,81,0,781
2025-11,uttarakhand,udhamsinghnagar,1253,231,8,1492
2025-11,uttarakhand,uttarkashi,317,42,0,359
2025-11,west bengal,alipurduar,136,93,2,231
2025-11,west bengal,bankura,2984,564,1,3549
2025-11,west bengal,barddhaman,3224,786,2,4012
2025-11,west bengal,bardhaman,344,120,0,464
2025-11,west bengal,birbhum,3418,472,1,3891
2025-11,west bengal,coochbehar,1317,546,6,1869
2025-11,west bengal,dakshindinajpur,1004,235,8,1247
2025-11,west bengal,darjeeling,663,302,8,973
2025-11,west bengal,darjiling,124,37,0,161
2025-11,west bengal,eastmidnapore,503,85,1,589
2025-11,west bengal,haora,511,228,0,739
2025-11,west bengal,hooghly,2651,934,10,3595
2025-11,west bengal,howrah,2054,720,0,2774
2025-11,west bengal,hugli,31,9,0,40
2025-11,west bengal,jalpaiguri,1219,774,17,2010
2025-11,west bengal,jhargram,184,39,0,223
2025-11,west bengal,kalimpong,18,22,0,40
2025-11,west bengal,kochbihar,534,229,2,765
2025-11,west bengal,kolkata,1148,1076,46,2270
2025-11,west bengal,malda,2200,848,1,3049
2025-11,west bengal,maldah,276,140,0,416
2025-11,west bengal,medinipur,8,0,0,8
2025-11,west bengal,murshidabad,7291,1133,3,8427
2025-11,west bengal,nadia,2770,722,34,3526
2025-11,west bengal,north24parganas,4974,1304,55,6333
2025-11,west bengal,northdinajpur,63,15,0,78
2025-11,west bengal,northtwentyfourparganas,304,107,0,411
2025-11,west bengal,paschimbardhaman,239,77,3,319
2025-11,west bengal,paschimmedinipur,3439,841,2,4282
2025-11,west bengal,purbabardhaman,649,120,4,773
2025-11,west bengal,purbamedinipur,3170,352,1,3523
2025-11,west bengal,purulia,114,66,0,180
2025-11,west bengal,puruliya,2413,891,4,3308
2025-11,west bengal,south24parganas,6570,2258,10,8838
2025-11,west bengal,southdinajpur,77,17,0,94
2025-11,west bengal,southtwentyfourparganas,892,351,0,1243
2025-11,west bengal,uttardinajpur,3081,1326,27,4434
2025-11,west bengal,westmidnapore,423,128,1,552
2025-12,Unknown/Invalid,100000,0,0,194,194
2025-12,andaman and nicobar islands,andamans,19,1,0,20
2025-12,andaman and nicobar islands,nicobar,5,1,0,6
2025-12,andaman and nicobar islands,northandmiddleandaman,39,1,0,40
2025-12,andaman and nicobar islands,southandaman,61,2,0,63
2025-12,andhra pradesh,adilabad,92,16,0,108
2025-12,andhra pradesh,allurisitharamaraju,228,11,8,247
2025-12,andhra pradesh,anakapalli,122,0,4,126
2025-12,andhra pradesh,anantapur,612,36,0,648
2025-12,andhra pradesh,ananthapur,428,28,0,456
2025-12,andhra pradesh,ananthapuramu,603,24,2,629
2025-12,andhra pradesh,annamayya,210,8,21,239
2025-12,andhra pradesh,bapatla,100,13,5,118
2025-12,andhra pradesh,chittoor,1419,78,13,1510
2025-12,andhra pradesh,cuddapah,1148,53,1,1202
2025-12,andhra pradesh,dr.b.r.ambedkarkonaseema,141,2,3,146
2025-12,andhra pradesh,eastgodavari,1468,56,1,1525
2025-12,andhra pradesh,eluru,123,6,4,133
2025-12,andhra pradesh,guntur,2155,112,11,2278
2025-12,andhra pradesh,hyderabad,630,105,0,735
2025-12,andhra pradesh,k.v.rangareddy,9,2,0,11
2025-12,andhra pradesh,kakinada,205,13,5,223
2025-12,andhra pradesh,karimnagar,76,12,0,88
2025-12,andhra pradesh,khammam,101,14,0,115
2025-12,andhra pradesh,krishna,1300,65,6,1371
2025-12,andhra pradesh,kurnool,2233,109,7,2349
2025-12,andhra pradesh,mahabubnagar,109,24,0,133
2025-12,andhra pradesh,mahbubnagar,56,18,0,74
2025-12,andhra pradesh,medak,146,12,0,158
2025-12,andhra pradesh,n.t.r,181,10,6,197
2025-12,andhra pradesh,nalgonda,100,14,0,114
2025-12,andhra pradesh,nandyal,181,5,1,187
2025-12,andhra pradesh,nellore,939,86,0,1025
2025-12,andhra pradesh,nizamabad,44,3,0,47
2025-12,andhra pradesh,palnadu,205,11,6,222
2025-12,andhra pradesh,parvathipurammanyam,93,2,2,97
2025-12,andhra pradesh,prakasam,1194,107,3,1304
2025-12,andhra pradesh,rangareddi,246,31,0,277
2025-12,andhra pradesh,srikakulam,772,14,2,788
2025-12,andhra pradesh,sripottisriramulunellore,115,77,47,239
2025-12,andhra pradesh,srisathyasai,200,4,6,210
2025-12,andhra pradesh,tirupati,226,87,48,361
2025-12,andhra pradesh,visakhapatnam,1740,63,7,1810
2025-12,andhra pradesh,vizianagaram,724,13,0,737
2025-12,andhra pradesh,warangal,105,20,0,125
2025-12,andhra pradesh,westgodavari,1103,35,5,1143
2025-12,andhra pradesh,y.s.r,146,3,14,163
2025-12,arunachal pradesh,anjaw,3,0,0,3
2025-12,arunachal pradesh,changlang,56,6,0,62
2025-12,arunachal pradesh,dibangvalley,1,0,0,1
2025-12,arunachal pradesh,eastkameng,9,13,0,22
2025-12,arunachal pradesh,eastsiang,7,9,0,16
2025-12,arunachal pradesh,kamle,1,1,0,2
2025-12,arunachal pradesh,kradaadi,1,8,0,9
2025-12,arunachal pradesh,kurungkumey,2,2,0,4
2025-12,arunachal pradesh,leparada,0,1,0,1
2025-12,arunachal pradesh,lohit,37,11,0,48
2025-12,arunachal pradesh,longding,5,6,0,11
2025-12,arunachal pradesh,lowerdibangvalley,10,5,0,15
2025-12,arunachal pradesh,lowersiang,0,1,0,1
2025-12,arunachal pradesh,lowersubansiri,7,4,0,11
2025-12,arunachal pradesh,namsai,21,7,0,28
2025-12,arunachal pradesh,papumpare,24,25,0,49
2025-12,arunachal pradesh,shi-yomi,0,2,0,2
2025-12,arunachal pradesh,siang,2,0,0,2
2025-12,arunachal pradesh,tawang,12,6,0,18
2025-12,arunachal pradesh,tirap,4,6,0,10
2025-12,arunachal pradesh,uppersiang,2,2,0,4
2025-12,arunachal pradesh,uppersubansiri,17,6,0,23
2025-12,arunachal pradesh,westkameng,16,5,0,21
2025-12,arunachal pradesh,westsiang,17,8,0,25
2025-12,assam,bajali,5,0,0,5
2025-12,assam,baksa,303,93,13,409
2025-12,assam,barpeta,847,219,7,1073
2025-12,assam,biswanath,119,58,8,185
2025-12,assam,bongaigaon,267,63,40,370
2025-12,assam,cachar,717,273,43,1033
2025-12,assam,charaideo,87,35,19,141
2025-12,assam,chirang,216,86,14,316
2025-12,assam,darrang,741,253,3,997
2025-12,assam,dhemaji,367,159,41,567
2025-12,assam,dhubri,948,364,1,1313
2025-12,assam,dibrugarh,275,98,54,427
2025-12,assam,dimahasao,1,2,0,3
2025-12,assam,goalpara,531,124,90,745
2025-12,assam,golaghat,346,189,3,538
2025-12,assam,hailakandi,379,148,25,552
2025-12,assam,hojai,306,117,0,423
2025-12,assam,jorhat,305,83,25,413
2025-12,assam,kamrup,872,204,44,1120
2025-12,assam,kamrupmetro,406,104,32,542
2025-12,assam,karbianglong,267,178,43,488
2025-12,assam,karimganj,1070,451,2,1523
2025-12,assam,kokrajhar,351,84,0,435
2025-12,assam,lakhimpur,646,133,48,827
2025-12,assam,majuli,41,14,0,55
2025-12,assam,marigaon,815,160,21,996
2025-12,assam,nagaon,1165,315,15,1495
2025-12,assam,nalbari,349,108,9,466
2025-12,assam,northcacharhills,52,22,1,75
2025-12,assam,sibsagar,109,38,0,147
2025-12,assam,sonitpur,744,293,472,1509
2025-12,assam,southsalmaramankachar,99,24,0,123
2025-12,assam,sribhumi,20,10,0,30
2025-12,assam,tamulpurdistrict,6,4,0,10
2025-12,assam,tinsukia,496,198,419,1113
2025-12,assam,udalguri,339,124,10,473
2025-12,assam,westkarbianglong,11,5,34,50
2025-12,bihar,araria,1742,854,17,2613
2025-12,bihar,arwal,134,422,2,558
2025-12,bihar,aurangabad,655,1233,36,1924
2025-12,bihar,aurangabad(bh),8,14,0,22
2025-12,bihar,banka,1240,859,3,2102
2025-12,bihar,begusarai,1979,1088,4,3071
2025-12,bihar,bhabua,3,3,0,6
2025-12,bihar,bhagalpur,1360,971,5,2336
2025-12,bihar,bhojpur,663,2031,18,2712
2025-12,bihar,buxar,516,809,8,1333
2025-12,bihar,darbhanga,1816,835,5,2656
2025-12,bihar,eastchamparan,1564,2695,58,4317
2025-12,bihar,gaya,1270,3170,39,4479
2025-12,bihar,gopalganj,769,1285,8,2062
2025-12,bihar,jamui,704,548,9,1261
2025-12,bihar,jehanabad,199,598,6,803
2025-12,bihar,kaimur(bhabua),425,465,5,895
2025-12,bihar,katihar,2009,693,10,2712
2025-12,bihar,khagaria,1209,780,10,1999
2025-12,bihar,kishanganj,1136,234,5,1375
2025-12,bihar,lakhisarai,401,394,2,797
2025-12,bihar,madhepura,1220,1074,7,2301
2025-12,bihar,madhubani,2116,1592,27,3735
2025-12,bihar,monghyr,4,2,0,6
2025-12,bihar,munger,384,509,4,897
2025-12,bihar,muzaffarpur,1732,1419,108,3259
2025-12,bihar,nalanda,709,1520,9,2238
2025-12,bihar,nawada,463,1460,9,1932
2025-12,bihar,pashchimchamparan,11,12,0,23
2025-12,bihar,patna,1303,2271,43,3617
2025-12,bihar,purbachamparan,15,6,0,21
2025-12,bihar,purnea,27,11,0,38
2025-12,bihar,purnia,2129,1127,13,3269
2025-12,bihar,rohtas,680,1085,10,1775
2025-12,bihar,saharsa,1080,983,18,2081
2025-12,bihar,samastipur,2558,1626,14,4198
2025-12,bihar,samstipur,2,6,0,8
2025-12,bihar,saran,1486,2701,29,4216
2025-12,bihar,sheikhpura,233,277,3,513
2025-12,bihar,sheikpura,3,2,0,5
2025-12,bihar,sheohar,601,336,4,941
2025-12,bihar,sitamarhi,1936,1437,27,3400
2025-12,bihar,siwan,1032,1338,6,2376
2025-12,bihar,supaul,1181,917,23,2121
2025-12,bihar,vaishali,1654,1569,11,3234
2025-12,bihar,westchamparan,1664,2439,42,4145
2025-12,chandigarh,chandigarh,511,31,8,550
2025-12,chhattisgarh,balod,340,10,0,350
2025-12,chhattisgarh,balodabazar,744,63,0,807
2025-12,chhattisgarh,balrampur,573,125,1,699
2025-12,chhattisgarh,bastar,1992,380,0,2372
2025-12,chhattisgarh,bemetara,552,39,1,592
2025-12,chhattisgarh,bijapur,761,194,148,1103
2025-12,chhattisgarh,bilaspur,1077,163,1,1241
2025-12,chhattisgarh,dakshinbastardantewada,304,37,0,341
2025-12,chhattisgarh,dantewada,136,23,0,159
2025-12,chhattisgarh,dhamtari,358,13,1,372
2025-12,chhattisgarh,durg,663,61,1,725
2025-12,chhattisgarh,gariyaband,246,39,0,285
2025-12,chhattisgarh,gaurela-pendra-marwahi,18,1,1,20
2025-12,chhattisgarh,janjgir-champa,788,77,0,865
2025-12,chhattisgarh,janjgirchampa,4,0,0,4
2025-12,chhattisgarh,jashpur,364,241,0,605
2025-12,chhattisgarh,kabeerdham,190,16,0,206
2025-12,chhattisgarh,kanker,337,63,0,400
2025-12,chhattisgarh,kawardha,352,56,0,408
2025-12,chhattisgarh,khairagarhchhuikhadangandai,33,16,0,49
2025-12,chhattisgarh,kondagaon,492,273,0,765
2025-12,chhattisgarh,korba,534,64,1,599
2025-12,chhattisgarh,koriya,276,70,0,346
2025-12,chhattisgarh,mahasamund,419,77,4,500
2025-12,chhattisgarh,manendragarh–chirmiri–bharatpur,38,13,0,51
2025-12,chhattisgarh,mohalla-manpur-ambagarhchowki,1,1,0,2
2025-12,chhattisgarh,mohla-manpur-ambagarhchouki,18,19,2,39
2025-12,chhattisgarh,mungeli,471,41,0,512
2025-12,chhattisgarh,narayanpur,110,50,8,168
2025-12,chhattisgarh,raigarh,437,92,0,529
2025-12,chhattisgarh,raipur,960,69,4,1033
2025-12,chhattisgarh,rajnandgaon,750,59,0,809
2025-12,chhattisgarh,sakti,65,10,0,75
2025-12,chhattisgarh,sarangarh-bilaigarh,67,8,0,75
2025-12,chhattisgarh,sukma,254,164,7,425
2025-12,chhattisgarh,surajpur,484,171,4,659
2025-12,chhattisgarh,surguja,563,135,0,698
2025-12,chhattisgarh,uttarbastarkanker,207,40,0,247
2025-12,dadra and nagar haveli and daman and diu,dadra&nagarhaveli,2,0,0,2
2025-12,dadra and nagar haveli and daman and diu,dadraandnagarhaveli,112,9,8,129
2025-12,dadra and nagar haveli and daman and diu,daman,22,1,7,30
2025-12,dadra and nagar haveli and daman and diu,diu,23,1,1,25
2025-12,delhi,centraldelhi,339,67,8,414
2025-12,delhi,eastdelhi,830,134,6,970
2025-12,delhi,najafgarh,1,1,0,2
2025-12,delhi,newdelhi,27,16,0,43
2025-12,delhi,northdelhi,523,116,2,641
2025-12,delhi,northeast,271,55,0,326
2025-12,delhi,northeastdelhi,839,212,6,1057
2025-12,delhi,northwestdelhi,2237,321,10,2568
2025-12,delhi,shahdara,52,24,2,78
2025-12,delhi,southdelhi,1715,285,50,2050
2025-12,delhi,southeastdelhi,13,1,0,14
2025-12,delhi,southwestdelhi,1145,192,34,1371
2025-12,delhi,westdelhi,1196,216,19,1431
2025-12,goa,northgoa,166,12,17,195
2025-12,goa,southgoa,108,12,6,126
2025-12,gujarat,ahmadabad,125,31,0,156
2025-12,gujarat,ahmedabad,2379,641,138,3158
2025-12,gujarat,amreli,766,62,27,855
2025-12,gujarat,anand,1004,82,126,1212
2025-12,gujarat,arvalli,382,24,24,430
2025-12,gujarat,banaskantha,2050,488,75,2613
2025-12,gujarat,bharuch,785,90,14,889
2025-12,gujarat,bhavnagar,1194,99,33,1326
2025-12,gujarat,botad,181,13,17,211
2025-12,gujarat,chhotaudepur,295,42,27,364
2025-12,gujarat,dahod,657,223,9,889
2025-12,gujarat,devbhumidwarka,247,27,8,282
2025-12,gujarat,dohad,160,44,0,204
2025-12,gujarat,gandhinagar,648,87,123,858
2025-12,gujarat,girsomnath,423,33,17,473
2025-12,gujarat,jamnagar,744,55,14,813
2025-12,gujarat,junagadh,1027,62,4,1093
2025-12,gujarat,kachchh,1144,212,33,1389
2025-12,gujarat,kheda,886,108,41,1035
2025-12,gujarat,mahesana,873,79,61,1013
2025-12,gujarat,mahisagar,312,22,10,344
2025-12,gujarat,morbi,326,59,19,404
2025-12,gujarat,narmada,254,15,5,274
2025-12,gujarat,navsari,310,19,2,331
2025-12,gujarat,panchmahals,745,120,11,876
2025-12,gujarat,patan,497,75,25,597
2025-12,gujarat,porbandar,237,12,9,258
2025-12,gujarat,rajkot,1398,184,26,1608
2025-12,gujarat,sabarkantha,754,118,40,912
2025-12,gujarat,surat,2146,467,62,2675
2025-12,gujarat,surendranagar,869,151,45,1065
2025-12,gujarat,tapi,232,15,26,273
2025-12,gujarat,thedangs,106,9,1,116
2025-12,gujarat,vadodara,1554,243,36,1833
2025-12,gujarat,valsad,1064,106,13,1183
2025-12,haryana,ambala,531,7,4,542
2025-12,haryana,bhiwani,706,29,0,735
2025-12,haryana,charkhidadri,140,5,0,145
2025-12,haryana,faridabad,933,175,8,1116
2025-12,haryana,fatehabad,522,13,1,536
2025-12,haryana,gurgaon,763,135,44,942
2025-12,haryana,hisar,830,15,0,845
2025-12,haryana,jhajjar,459,15,3,477
2025-12,haryana,jind,659,10,0,669
2025-12,haryana,kaithal,497,10,0,507
2025-12,haryana,karnal,852,33,3,888
2025-12,haryana,kurukshetra,401,8,0,409
2025-12,haryana,mahendragarh,565,31,1,597
2025-12,haryana,mewat,1453,80,2,1535
2025-12,haryana,palwal,896,60,0,956
2025-12,haryana,panchkula,276,13,1,290
2025-12,haryana,panipat,635,37,1,673
2025-12,haryana,rewari,445,15,0,460
2025-12,haryana,rohtak,522,21,0,543
2025-12,haryana,sirsa,666,34,0,700
2025-12,haryana,sonipat,728,31,1,760
2025-12,haryana,yamunanagar,684,16,0,700
2025-12,himachal pradesh,bilaspur,204,2,0,206
2025-12,himachal pradesh,chamba,292,10,1,303
2025-12,himachal pradesh,hamirpur,229,2,1,232
2025-12,himachal pradesh,kangra,613,5,4,622
2025-12,himachal pradesh,kinnaur,31,4,0,35
2025-12,himachal pradesh,kullu,180,14,9,203
2025-12,himachal pradesh,lahaulandspiti,2,0,0,2
2025-12,himachal pradesh,lahul&spiti,2,1,0,3
2025-12,himachal pradesh,lahulandspiti,5,0,0,5
2025-12,himachal pradesh,mandi,483,4,0,487
2025-12,himachal pradesh,shimla,244,21,3,268
2025-12,himachal pradesh,sirmaur,243,13,1,257
2025-12,himachal pradesh,solan,184,8,3,195
2025-12,himachal pradesh,una,218,4,0,222
2025-12,jammu and kashmir,anantnag,635,52,6,693
